Tier;Material Group;Raw material;Processstep;Impactcountry;Environmentalimpactgroup;Indicator unit;Material_ePKI_intensity;Valued_Ekpi_intensity
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;Austria;Waste;kg;0.0929686116;0.00109195098795
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Processing;Austria;Waste;kg;0.1096374531;0.00129908392205
3.0;Paper;Paper - paper and cardboard - uncertified;Processing;Austria;Waste;kg;0.0957052330941;0.00111596744023
4.0;Synthetic Stones;Synthetic Stones;Extraction;Austria;Waste;kg;0.0010455871;1.22698101659e-05
4.0;Metal;Metal - brass - conventional;Extraction;Austria;Waste;kg;6.62951e-05;9.65171400267e-07
3.0;Leather;Leather - goat - conventional;Abattoir;Bangladesh;Waste;kg;0.00515221437512;0.000358454270466
3.0;Plant Fibers;Plant Fibers - hemp;Ginning;Bangladesh;Waste;kg;2.821e-07;1.96341253997e-08
3.0;Leather;Leather - goat - conventional;Tanning - RH_WB;Bangladesh;Waste;kg;0.0097323321;0.000674876458832
4.0;Leather;Leather - goat - conventional;Animal rearing;Bangladesh;Waste;kg;0.2962275823;0.0205423031836
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Processing;Belarus;Waste;kg;0.1096374531;0.00719837378104
4.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Extraction;Belarus;Waste;kg;0.0057810383;0.000379574053607
3.0;Leather;Leather - beef - calf - conventional;Abattoir;Belgium;Waste;kg;0.0304872067;0.000572907164449
3.0;Animal Fibers;Animal Fibers - cashmere - conventional;Spinning Weaving and Dyeing;Belgium;Waste;kg;0.0572074440505;0.00107536352645
3.0;Animal Fibers;Animal Fibers - mohair - conventional;Spinning Weaving and Dyeing;Belgium;Waste;kg;0.0572074440505;0.00107536352645
3.0;Animal Fibers;Animal Fibers - mohair - restorative grazing;Spinning Weaving and Dyeing;Belgium;Waste;kg;0.0574603609505;0.00108055405919
3.0;Animal Fibers;Animal Fibers - silk - organic;Spinning Weaving and Dyeing;Belgium;Waste;kg;0.0574603609505;0.00108055405919
3.0;Animal Fibers;Animal Fibers - wool - conventional;Spinning Weaving and Dyeing;Belgium;Waste;kg;0.0574603609505;0.00108055405919
3.0;Animal Fibers;Animal Fibers - wool - organic;Spinning Weaving and Dyeing;Belgium;Waste;kg;0.0574603609505;0.00108055405919
3.0;Cellulose based Fibers;Cellulose based Fibers - certified;Spinning Weaving and Dyeing;Belgium;Waste;kg;0.0762531017192;0.00143521140854
3.0;Plant Fibers;Plant Fibers - hemp;Spinning Weaving and Dyeing;Belgium;Waste;kg;0.0764317600192;0.00143879247347
3.0;Plant Fibers;Plant Fibers - linen - conventional;Spinning Weaving and Dyeing;Belgium;Waste;kg;0.0764317600192;0.00143879247347
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Spinning Weaving and Dyeing;Belgium;Waste;kg;0.0762531017192;0.00143521140854
3.0;Plant Fibers;Plant Fibers - linen - conventional;Ginning;Belgium;Waste;kg;0.0003232178398;6.60119812899e-06
3.0;Plant Fibers;Plant Fibers - linen - organic;Ginning;Belgium;Waste;kg;0.0003232178398;6.60119812899e-06
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;Belgium;Waste;kg;0.0097323321;0.000182768056738
3.0;Synthetic Fibers;Synthetic Fibers - nylon - Econyl;Processing;Belgium;Waste;kg;0.0511393087;0.00100946486143
3.0;Plastic;Plastic - acetal;Processing;Belgium;Waste;kg;3.30130467509;0.0800041485375
3.0;Plastic;Plastic - polystyrene;Processing;Belgium;Waste;kg;0.0462341292;0.000914847352023
3.0;Plastic;Plastic - nylon - eyewear;Processing;Belgium;Waste;kg;0.00431497746918;8.17208780103e-05
3.0;Paper;Paper - paper and cardboard - recycled;Processing;Belgium;Waste;kg;0.0559510320193;0.00105292589185
3.0;Wood;Wood - MDF;Processing;Belgium;Waste;kg;0.010907911781;0.000205353413378
3.0;Metal;Metal - zamak;Processing;Belgium;Waste;kg;0.0003136285;6.59931082883e-06
3.0;Plastic;Plastic - eva;Processing;Belgium;Waste;kg;0.0003179551;6.70305381694e-06
4.0;Leather;Leather - beef - calf - conventional;Animal rearing;Belgium;Waste;kg;0.0182045932422;0.000342161257621
4.0;Plant Fibers;Plant Fibers - linen - conventional;Crop farming;Belgium;Waste;kg;0.440985425632;0.00827711180121
4.0;Plastic;Plastic - abs;Extraction;Belgium;Waste;kg;0.0160693958;0.000442214316873
4.0;Plastic;Plastic - pp;Extraction;Belgium;Waste;kg;0.0005752382;1.18560629672e-05
4.0;Synthetic Fibers;Synthetic Fibers - elastic;Extraction;Belgium;Waste;kg;0.0043538515;8.23127450306e-05
4.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Extraction;Belgium;Waste;kg;0.0057810383;0.000110043208185
4.0;Plastic;Plastic - eva;Extraction;Belgium;Waste;kg;1.78567e-05;3.7675054207e-07
3.0;Animal Fibers;Animal Fibers - wool - conventional;Washing;Bolivia;Waste;kg;0.2502591922;0.012411948889
3.0;Metal;Metal - silver;Processing;Bolivia;Waste;kg;0.0003136285;1.57785282586e-05
4.0;Animal Fibers;Animal Fibers - wool - conventional;Animal rearing;Bolivia;Waste;kg;0.0806294169;0.00400816679004
4.0;Natural Stones;Natural Stones - diamonds;Extraction;Botswana;Waste;kg;82640.3146971;5762.95461823
3.0;Leather;Leather - sheep/goat - conventional;Abattoir;Brazil;Waste;kg;0.00144185832549;5.62102261344e-05
3.0;Leather;Leather - beef - calf - salpa;Abattoir;Brazil;Waste;kg;5.07951e-05;1.97254429821e-06
3.0;Natural Stones;Natural Stones - precious stones - conventional;Processing;Brazil;Waste;kg;18.9046216919;0.740966607378
3.0;Natural Stones;Natural Stones - semi precious stones - conventional;Processing;Brazil;Waste;kg;0.0019415559;7.60992794317e-05
4.0;Leather;Leather - beef - calf - conventional;Animal rearing;Brazil;Waste;kg;0.0048204828;0.000187248919419
4.0;Leather;Leather - beef - calf - salpa;Animal rearing;Brazil;Waste;kg;8.0313e-06;3.11971086886e-07
4.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Extraction;Brazil;Waste;kg;0.000492123617096;1.91232663516e-05
4.0;Synthetic Fibers;Synthetic Fibers - elastic;Extraction;Brazil;Waste;kg;0.0043538515;0.000169152486232
3.0;Leather;Leather - sheep - lamb - conventional;Abattoir;Bulgaria;Waste;kg;0.0220831747;0.0011112479091
3.0;Cellulose based Fibers;Cellulose based Fibers - certified;Dissolving pulp production;Bulgaria;Waste;kg;0.11593785616;0.00583490367444
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;Bulgaria;Waste;kg;0.230744622;0.0116139931112
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;Bulgaria;Waste;kg;0.0097323321;0.000489662375227
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Processing;Bulgaria;Waste;kg;0.1096374531;0.00552835000901
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Processing;Bulgaria;Waste;kg;0.3057383146;0.015517908042
4.0;Leather;Leather - sheep - lamb - conventional;Animal rearing;Bulgaria;Waste;kg;0.0391287596985;0.00196873426612
4.0;Synthetic Fibers;Synthetic Fibers - elastic;Extraction;Bulgaria;Waste;kg;0.0043538515;0.000219297404143
4.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Extraction;Bulgaria;Waste;kg;0.0160937346;0.000816847464131
4.0;Plant Fibers;Plant Fibers - cotton - organic;Crop farming;Cameroon;Waste;kg;8.35654e-05;5.8669270409e-06
3.0;Leather;Leather - beef - calf - conventional;Abattoir;Canada;Waste;kg;0.0304872067;0.00154252292804
3.0;Wood;Wood - softwood;Processing;Canada;Waste;kg;5.29921e-05;2.69592352299e-06
4.0;Wood;Wood - softwood;Production;Canada;Waste;kg;5.29921e-05;2.69592352299e-06
4.0;Metal;Metal - steel;Extraction;Canada;Waste;kg;1.80196e-05;9.1673034274e-07
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Ginning;Central African Republic;Waste;kg;0.102961036191;0.00717793496457
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;Central African Republic;Waste;kg;0.7918734517;0.0552040794991
4.0;Plant Fibers;Plant Fibers - cotton - organic;Crop farming;Central African Republic;Waste;kg;0.0947789978565;0.00660743759093
3.0;Animal Fibers;Animal Fibers - wool - conventional;Washing;Chile;Waste;kg;0.247857566721;0.0147452207275
3.0;Metal;Metal - brass - recycled;Processing;Chile;Waste;kg;0.0307612784919;0.00183015612246
3.0;Metal;Metal - bronze;Processing;Chile;Waste;kg;0.0003136285;1.899479546e-05
3.0;Metal;Metal - copper;Processing;Chile;Waste;kg;0.0003136285;1.899479546e-05
3.0;Metal;Metal - neodymium;Processing;Chile;Waste;kg;0.0003136285;1.899479546e-05
3.0;Metal;Metal - silver;Processing;Chile;Waste;kg;0.0003136285;1.899479546e-05
4.0;Leather;Leather - beef - calf - conventional;Animal rearing;Chile;Waste;kg;0.0421048132174;0.00250494180572
4.0;Animal Fibers;Animal Fibers - wool - conventional;Animal rearing;Chile;Waste;kg;0.0762723616101;0.00455141893707
4.0;Animal Fibers;Animal Fibers - wool - restorative grazing;Animal rearing;Chile;Waste;kg;0.0067480436;0.000401596534969
4.0;Metal;Metal - neodymium;Extraction;Chile;Waste;kg;1.80196e-05;1.09183558766e-06
4.0;Metal;Metal - zinc;Extraction;Chile;Waste;kg;1.80196e-05;1.09183558766e-06
4.0;Metal;Metal - brass - conventional;Extraction;Chile;Waste;kg;6.62951e-05;4.05744588736e-06
3.0;Leather;Leather - beef - calf - conventional;Abattoir;China;Waste;kg;0.0196238586735;0.00141467574836
3.0;Precious skin;Precious skin - snake - wild;Abattoir;China;Waste;kg;0.236462450103;0.0170415864837
3.0;Animal Fibers;Animal Fibers - wool - organic;Spinning Weaving and Dyeing;China;Waste;kg;0.239031725226;0.0172273414062
3.0;Animal Fibers;Animal Fibers - wool - regenerated;Spinning Weaving and Dyeing;China;Waste;kg;0.239031725226;0.0172273414062
3.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Spinning Weaving and Dyeing;China;Waste;kg;0.2811566401;0.0202640911764
3.0;Plant Fibers;Plant Fibers - linen - conventional;Spinning Weaving and Dyeing;China;Waste;kg;0.2813352984;0.0202771449154
3.0;Synthetic Fibers;Synthetic Fibers - acrylic;Spinning Weaving and Dyeing;China;Waste;kg;0.2811566401;0.0202640911764
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Spinning Weaving and Dyeing;China;Waste;kg;0.2811566401;0.0202640911764
3.0;Animal Fibers;Animal Fibers - cashmere - regenerated;Washing;China;Waste;kg;0.082906277861;0.00597556710411
3.0;Animal Fibers;Animal Fibers - cashmere - restorative grazing;Washing;China;Waste;kg;0.160518121625;0.0115695316671
3.0;Animal Fibers;Animal Fibers - wool - regenerated;Washing;China;Waste;kg;0.148356148898;0.0106921693982
3.0;Cellulose based Fibers;Cellulose based Fibers - certified;Dissolving pulp production;China;Waste;kg;0.17672940844;0.0127401685575
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;China;Waste;kg;0.604486066073;0.0435733040302
3.0;Fur;Fur;Tanning - RH_WB;China;Waste;kg;0.0097193323;0.000700497421995
3.0;Leather;Leather - beef - calf - conventional;Tanning - WB_FL;China;Waste;kg;0.0152866424;0.00110177150327
3.0;Leather;Leather - goat - conventional;Tanning - WB_FL;China;Waste;kg;0.0152866424;0.00110177150327
3.0;Paper;Paper - tissue;Processing;China;Waste;kg;0.706189684994;0.050919350467
3.0;Plastic;Plastic - pvc;Processing;China;Waste;kg;0.00780895901303;0.000569604180813
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Processing;China;Waste;kg;0.0230379076145;0.00166591853576
3.0;Natural Stones;Natural Stones - semi precious stones - conventional;Processing;China;Waste;kg;0.002591860303;0.000190326485071
3.0;Synthetic Fibers;Synthetic Fibers - polyester - recycled;Processing;China;Waste;kg;0.0554071918433;0.004008442611
3.0;Plastic;Plastic - nylon - eyewear - recycled;Processing;China;Waste;kg;0.000866406954201;6.30147775495e-05
3.0;Plastic;Plastic - polyurethane - waterbased;Processing;China;Waste;kg;0.000302123186478;2.46013644742e-05
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Processing;China;Waste;kg;0.0940485221081;0.00693737785593
3.0;Metal;Metal - zamak;Processing;China;Waste;kg;0.0003136285;2.31603919147e-05
4.0;Plant Fibers;Plant Fibers - linen - conventional;Crop farming;China;Waste;kg;0.146960205623;0.0105911910173
4.0;Fur;Fur;Animal rearing;China;Waste;kg;0.663851345955;0.0478505022531
4.0;Leather;Leather - beef - calf - salpa;Animal rearing;China;Waste;kg;0.000142515267488;1.02726053418e-05
4.0;Plastic;Plastic - bioplastic;Crop farming;China;Waste;kg;0.0039585613;0.00029103829748
4.0;Leather;Leather - goat - conventional;Animal rearing;China;Waste;kg;0.2962275823;0.0213528068932
4.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Extraction;China;Waste;kg;0.00114582454014;8.26820900112e-05
4.0;Metal;Metal - aluminium;Extraction;China;Waste;kg;0.839141445258;0.0659600184284
4.0;Plastic;Plastic - abs;Extraction;China;Waste;kg;0.00801008976746;0.000583604488712
4.0;Plastic;Plastic - acetal;Extraction;China;Waste;kg;0.105329014538;0.00821147796508
4.0;Plastic;Plastic - pp;Extraction;China;Waste;kg;0.000827643347281;5.97235603041e-05
4.0;Plastic;Plastic - pvc;Extraction;China;Waste;kg;0.0013825853;0.000100173754562
4.0;Rubber;Rubber - synthetic;Extraction;China;Waste;kg;0.00707374168057;0.000510475914597
4.0;Synthetic Fibers;Synthetic Fibers - elastic;Extraction;China;Waste;kg;0.0043538515;0.000314234378903
4.0;Synthetic Fibers;Synthetic Fibers - neoprene;Extraction;China;Waste;kg;0.000264918259842;1.91496969072e-05
4.0;Synthetic Stones;Synthetic Stones;Extraction;China;Waste;kg;0.0012855688;9.27432508907e-05
4.0;Metal;Metal - gold - 18kt - yellow - Kering responsible;Extraction;China;Waste;kg;294.640575976;21.2351869436
4.0;Metal;Metal - gold - 9kt - white - Kering responsible;Extraction;China;Waste;kg;147.418314482;10.6246584042
4.0;Natural Stones;Natural Stones - precious stones - conventional;Extraction;China;Waste;kg;0.203786586051;0.0150346411672
4.0;Plastic;Plastic - nylon - eyewear;Extraction;China;Waste;kg;0.2150104533;0.0157402215204
4.0;Animal Fibers;Animal Fibers - wool - organic;Animal rearing;China;Waste;kg;0.0303114528332;0.00218508818905
4.0;Animal Fibers;Animal Fibers - wool - restorative grazing;Animal rearing;China;Waste;kg;0.0202436977276;0.0014594215659
4.0;Animal Fibers;Animal Fibers - cashmere - conventional;Animal rearing;China;Waste;kg;73.1521619521;5.27322789079
4.0;Animal Fibers;Animal Fibers - cashmere - organic;Animal rearing;China;Waste;kg;73.1521619521;5.27322789079
4.0;Animal Fibers;Animal Fibers - cashmere - regenerated;Animal rearing;China;Waste;kg;37.7824846225;2.72357844769
4.0;Metal;Metal - copper;Extraction;China;Waste;kg;1.80196e-05;1.33148700066e-06
4.0;Plastic;Plastic - eva;Extraction;China;Waste;kg;1.78567e-05;1.31944968138e-06
4.0;Synthetic Fibers;Synthetic Fibers - acrylic;Extraction;China;Waste;kg;1.79326e-05;1.3250580746e-06
4.0;Leather;Leather - sheep/goat - conventional;Animal rearing;China;Waste;kg;1.29998e-05;9.6056857842e-07
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;Croatia;Waste;kg;0.14785305924;0.009692199516
3.0;Plastic;Plastic - pp;Processing;Croatia;Waste;kg;0.0109082036;0.000726213179218
3.0;Wood;Wood - MDF;Processing;Croatia;Waste;kg;0.0166341103423;0.00108996178675
3.0;Wood;Wood - hardwood;Processing;Croatia;Waste;kg;5.29921e-05;3.54304418532e-06
4.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Pulpwood harvest;Croatia;Waste;kg;0.006891298088;0.000451412652366
4.0;Plastic;Plastic - pp;Extraction;Croatia;Waste;kg;0.0005752382;3.82969414148e-05
4.0;Wood;Wood - softwood;Production;Croatia;Waste;kg;5.29921e-05;3.54304418532e-06
3.0;Leather;Leather - beef - calf - conventional;Abattoir;Denmark;Waste;kg;0.0304872067;0.000831654771324
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;Denmark;Waste;kg;0.0097323321;0.000265343692218
3.0;Leather;Leather - beef - calf - conventional;Abattoir;Ethiopia;Waste;kg;0.055918084782;0.00389838287361
4.0;Leather;Leather - beef - calf - conventional;Animal rearing;Ethiopia;Waste;kg;0.0535446781536;0.0037329814453
4.0;Natural Stones;Natural Stones - semi precious stones - conventional;Extraction;Ethiopia;Waste;kg;7.26038e-05;5.1052958425e-06
4.0;Leather;Leather - beef - calf - conventional;Animal rearing;Finland;Waste;kg;0.0201166257081;0.000548789357398
3.0;Fur;Fur - lamb;Abattoir;France;Waste;kg;0.2181099945;0.00604040466087
3.0;Leather;Leather - beef - calf - conventional;Abattoir;France;Waste;kg;0.0304872067;0.000844927515441
3.0;Animal Fibers;Animal Fibers - silk - organic;Spinning Weaving and Dyeing;France;Waste;kg;0.146784568883;0.00406657073899
3.0;Animal Fibers;Animal Fibers - wool - conventional;Spinning Weaving and Dyeing;France;Waste;kg;0.146784568883;0.00406657073899
3.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Spinning Weaving and Dyeing;France;Waste;kg;0.180392056328;0.00499973951271
3.0;Plant Fibers;Plant Fibers - cotton - organic;Spinning Weaving and Dyeing;France;Waste;kg;0.180570714628;0.00500501567821
3.0;Synthetic Fibers;Synthetic Fibers - acrylic;Spinning Weaving and Dyeing;France;Waste;kg;0.180392056328;0.00499973951271
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Spinning Weaving and Dyeing;France;Waste;kg;0.360784112657;0.00999947902542
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Spinning Weaving and Dyeing;France;Waste;kg;0.180392056328;0.00499973951271
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB - Metal-free;France;Waste;kg;0.0080317865;0.000222459089132
3.0;Cellulose based Fibers;Cellulose based Fibers - certified;Dissolving pulp production;France;Waste;kg;0.11479805656;0.00318525466483
3.0;Cellulose based Fibers;Cellulose based Fibers - certified;Staple fiber production;France;Waste;kg;0.119661948;0.00331284884371
3.0;Fur;Fur;Tanning - WB_FL;France;Waste;kg;0.0152866424;0.000423359691636
3.0;Synthetic Fibers;Synthetic Fibers - nylon - Econyl;Processing;France;Waste;kg;0.0511393087;0.00148763644878
3.0;Plastic;Plastic - abs;Processing;France;Waste;kg;0.305297198;0.0123286739953
3.0;Plastic;Plastic - bioplastic;Processing;France;Waste;kg;0.0095129325;0.000289156975103
3.0;Plastic;Plastic - polycarbonate;Processing;France;Waste;kg;0.1477529753;0.00427552492656
3.0;Plastic;Plastic - pvc;Processing;France;Waste;kg;0.0262477976;0.000745340454044
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Processing;France;Waste;kg;0.0825209028;0.00229998702019
3.0;Synthetic Stones;Synthetic Stones - sapphire glass;Processing;France;Waste;kg;20.3230646868;0.562729041358
3.0;Plastic;Plastic - nylon - eyewear;Processing;France;Waste;kg;0.00431497746918;0.000120507728532
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Processing;France;Waste;kg;0.3057383146;0.00891347857205
3.0;Metal;Metal - tin;Processing;France;Waste;kg;0.0003136285;9.7162659971e-06
3.0;Plastic;Plastic - eva;Processing;France;Waste;kg;0.0003179551;9.86874401793e-06
3.0;Wood;Wood - hardwood;Processing;France;Waste;kg;5.29921e-05;1.64607022318e-06
4.0;Plant Fibers;Plant Fibers - linen - conventional;Crop farming;France;Waste;kg;0.451445792866;0.0124969701076
4.0;Cellulose based Fibers;Cellulose based Fibers - certified;Pulpwood harvest;France;Waste;kg;0.0088487559;0.000244978384871
4.0;Plastic;Plastic - abs;Extraction;France;Waste;kg;0.0160693958;0.000648912845603
4.0;Plastic;Plastic - polycarbonate;Extraction;France;Waste;kg;0.0077775947;0.000225062898061
4.0;Plastic;Plastic - pp;Extraction;France;Waste;kg;0.0005752382;1.74610230701e-05
4.0;Synthetic Fibers;Synthetic Fibers - elastic;Extraction;France;Waste;kg;0.0043538515;0.000121383848841
4.0;Paper;Paper - paper and cardboard - uncertified;Production;France;Waste;kg;0.000196841475;5.44956908814e-06
4.0;Metal;Metal - tin;Extraction;France;Waste;kg;1.80196e-05;5.59735448052e-07
